segment_num,segment_label,subsegment_code,subsegment_label,level,type,item_num,content,psychology_tag
3,"Something broke and I need to understand it","3a","Blindsided by an avoidant — relationship seemed fine then ended suddenly",subsegment,JTBD,4,"Resolve the core question: was I too much or were they too avoidant — stop carrying the wrong blame",
3,"Something broke and I need to understand it","3a","Blindsided by an avoidant — relationship seemed fine then ended suddenly",subsegment,JTBD,5,"Know whether reaching out would ever make a difference or whether it would only make things worse",
3,"Something broke and I need to understand it","3a","Blindsided by an avoidant — relationship seemed fine then ended suddenly",subsegment,Blocker,1,"The sudden end makes no narrative sense — the brain cannot close the loop without an explanation",Cognitive closure need
3,"Something broke and I need to understand it","3a","Blindsided by an avoidant — relationship seemed fine then ended suddenly",subsegment,Blocker,2,"Researching the ex's attachment style has become obsessive — substituting for grief",Research as grief avoidance
3,"Something broke and I need to understand it","3a","Blindsided by an avoidant — relationship seemed fine then ended suddenly",subsegment,Blocker,3,"Oscillates between blaming themselves entirely and blaming the attachment style entirely",Attribution oscillation
3,"Something broke and I need to understand it","3a","Blindsided by an avoidant — relationship seemed fine then ended suddenly",subsegment,Blocker,4,"Accepting it's over feels like accepting something wrong happened — finality is too painful",Finality aversion
3,"Something broke and I need to understand it","3a","Blindsided by an avoidant — relationship seemed fine then ended suddenly",subsegment,Blocker,5,"People around them say 'just move on' — dismisses the genuine need to understand before moving on",Support mismatch
3,"Something broke and I need to understand it","3b","Stuck in on/off cycles — ex keeps coming back and leaving",subsegment,JTBD,1,"Understand the mechanics of the cycle — why they keep coming back and what makes them leave again",
3,"Something broke and I need to understand it","3b","Stuck in on/off cycles — ex keeps coming back and leaving",subsegment,JTBD,2,"Find the actual strength to break the cycle — not go back when they return next time",
3,"Something broke and I need to understand it","3b","Stuck in on/off cycles — ex keeps coming back and leaving",subsegment,JTBD,3,"Understand the addictive quality of this specific relationship — what keeps them hooked",
3,"Something broke and I need to understand it","3b","Stuck in on/off cycles — ex keeps coming back and leaving",subsegment,JTBD,4,"Rebuild a sense of self-worth that is independent of whether this person wants them or not",
3,"Something broke and I need to understand it","3b","Stuck in on/off cycles — ex keeps coming back and leaving",subsegment,JTBD,5,"Understand what they're getting from the cycle that makes them stay in it — honest self-diagnosis",
3,"Something broke and I need to understand it","3b","Stuck in on/off cycles — ex keeps coming back and leaving",subsegment,Blocker,1,"Every time they return it feels like proof the relationship is real and meant to be",Intermittent reinforcement / trauma bond
3,"Something broke and I need to understand it","3b","Stuck in on/off cycles — ex keeps coming back and leaving",subsegment,Blocker,2,"Ending it for good feels like giving up on someone they genuinely love",Love vs. healthy confusion
3,"Something broke and I need to understand it","3b","Stuck in on/off cycles — ex keeps coming back and leaving",subsegment,Blocker,3,"The best version of this person is vivid and real — impossible to reconcile with the version that keeps leaving",Best-version anchoring
3,"Something broke and I need to understand it","3b","Stuck in on/off cycles — ex keeps coming back and leaving",subsegment,Blocker,4,"Has tried to end it before and gone back — doesn't trust their own resolve anymore",Self-efficacy collapse
3,"Something broke and I need to understand it","3b","Stuck in on/off cycles — ex keeps coming back and leaving",subsegment,Blocker,5,"The cycle is so normalized it no longer looks like a problem from the inside",Normalization
3,"Something broke and I need to understand it","3c","I pushed them away — self-aware that their own behavior ended it",subsegment,JTBD,1,"Understand specifically what triggered the shutdown or exit — not just 'I have avoidant patterns' but what exactly happened",
3,"Something broke and I need to understand it","3c","I pushed them away — self-aware that their own behavior ended it",subsegment,JTBD,2,"Decide whether reaching out to explain or apologize would help or make it worse",
3,"Something broke and I need to understand it","3c","I pushed them away — self-aware that their own behavior ended it",subsegment,JTBD,3,"Grieve the loss while taking responsibility — without the self-blame becoming self-destruction",
3,"Something broke and I need to understand it","3c","I pushed them away — self-aware that their own behavior ended it",subsegment,JTBD,4,"Connect this behavior to the larger pattern — understand it's not about this one person",
3,"Something broke and I need to understand it","3c","I pushed them away — self-aware that their own behavior ended it",subsegment,JTBD,5,"Know what to actually do differently before the next relationship — not just vague insight",
3,"Something broke and I need to understand it","3c","I pushed them away — self-aware that their own behavior ended it",subsegment,Blocker,1,"Self-blame spirals prevent actual learning — guilt replaces the insight that would create change",Guilt substitution
3,"Something broke and I need to understand it","3c","I pushed them away — self-aware that their own behavior ended it",subsegment,Blocker,2,"Wants to reach out and fix it — confuses making themselves feel better with actually helping",Self-soothing disguised as repair
3,"Something broke and I need to understand it","3c","I pushed them away — self-aware that their own behavior ended it",subsegment,Blocker,3,"Unsure whether they actually wanted the relationship or were just afraid of losing it",Desire confusion
3,"Something broke and I need to understand it","3c","I pushed them away — self-aware that their own behavior ended it",subsegment,Blocker,4,"Has vague insight — 'I know I shut down' — but no mechanism — can't change what they don't understand",Mechanism blindness
3,"Something broke and I need to understand it","3c","I pushed them away — self-aware that their own behavior ended it",subsegment,Blocker,5,"Fears this will keep happening — the pattern feels permanent and part of who they are",Permanence belief
4,"I want to build something that actually works","4","I want to build something that actually works",segment,JTBD,1,"Get a complete picture of the attachment pattern and where it came from — root cause not just symptom",
4,"I want to build something that actually works","4","I want to build something that actually works",segment,JTBD,2,"Understand what a secure relationship actually looks like in practice — concrete and behavioral not abstract",
4,"I want to build something that actually works","4","I want to build something that actually works",segment,JTBD,3,"Have a clear sequenced roadmap to earned security — not just insight but steps",
4,"I want to build something that actually works","4","I want to build something that actually works",segment,JTBD,4,"Know how to identify secure partners — stop choosing the same type by accident",
4,"I want to build something that actually works","4","I want to build something that actually works",segment,JTBD,5,"Build lasting behavioral change — not just intellectual understanding that dissolves under relationship stress",
4,"I want to build something that actually works","4","I want to build something that actually works",segment,Blocker,1,"Has read extensively and understood deeply — behavior under stress hasn't changed",Consumption trap / pseudo-progress
4,"I want to build something that actually works","4","I want to build something that actually works",segment,Blocker,2,"Progress is slow and nonlinear — hard to trust a process that doesn't show steady results",Progress rate frustration
4,"I want to build something that actually works","4","I want to build something that actually works",segment,Blocker,3,"Unsure whether they're genuinely healing or just suppressing the pattern more skillfully",Genuine vs. suppressed change confusion
4,"I want to build something that actually works","4","I want to build something that actually works",segment,Blocker,4,"The 'healed version' of themselves feels foreign — earned security feels like performing, not being",Authenticity paradox
4,"I want to build something that actually works","4","I want to build something that actually works",segment,Blocker,5,"Therapy produces insight but not behavioral practice in real triggering situations",Therapy-to-life transfer gap
4,"I want to build something that actually works","4a","Healing my attachment style — working toward earned security",subsegment,JTBD,1,"Build consistent self-regulation that holds under stress — not just in calm moments",
4,"I want to build something that actually works","4a","Healing my attachment style — working toward earned security",subsegment,JTBD,2,"Develop earned security that stays in real relationships not just in therapy or theory",
4,"I want to build something that actually works","4a","Healing my attachment style — working toward earned security",subsegment,JTBD,3,"Understand the nervous system dimension — what's happening in the body so they can intervene earlier",
4,"I want to build something that actually works","4a","Healing my attachment style — working toward earned security",subsegment,JTBD,4,"See peer evidence that people with their specific pattern actually healed — not generic success stories",
4,"I want to build something that actually works","4a","Healing my attachment style — working toward earned security",subsegment,JTBD,5,"Know what secure feels like from the inside — not just what it looks like from the outside",
4,"I want to build something that actually works","4a","Healing my attachment style — working toward earned security",subsegment,Blocker,1,"Healing happens in safe contexts but unravels the moment a relationship triggers the old pattern",Context transfer failure
4,"I want to build something that actually works","4a","Healing my attachment style — working toward earned security",subsegment,Blocker,2,"Fears that healing means losing the emotional intensity they've always associated with love",Intensity-love conflation
4,"I want to build something that actually works","4a","Healing my attachment style — working toward earned security",subsegment,Blocker,3,"Progress feels real — until a triggering situation exposes the exact same patterns as before",Progress illusion
4,"I want to build something that actually works","4a","Healing my attachment style — working toward earned security",subsegment,Blocker,4,"No concrete picture of what secure attachment feels like from the inside — building toward an unclear destination",Target ambiguity
4,"I want to build something that actually works","4a","Healing my attachment style — working toward earned security",subsegment,Blocker,5,"Deep down believes they might be the exception — too much history to actually get there",Fundamental attribution error
4,"I want to build something that actually works","4b","Breaking the pattern — stop attracting and choosing the wrong people",subsegment,JTBD,1,"Understand why they're attracted to unavailable people — what the attraction is actually signaling",
4,"I want to build something that actually works","4b","Breaking the pattern — stop attracting and choosing the wrong people",subsegment,JTBD,2,"Learn to recognize avoidant or anxious patterns early — before emotional attachment makes leaving feel impossible",
4,"I want to build something that actually works","4b","Breaking the pattern — stop attracting and choosing the wrong people",subsegment,JTBD,3,"Tolerate the discomfort of being with someone secure when secure feels boring or low-stakes",
4,"I want to build something that actually works","4b","Breaking the pattern — stop attracting and choosing the wrong people",subsegment,JTBD,4,"Build enough self-worth to stop accepting less than they know they deserve",
4,"I want to build something that actually works","4b","Breaking the pattern — stop attracting and choosing the wrong people",subsegment,JTBD,5,"Understand the difference between genuine chemistry and nervous system familiarity",
4,"I want to build something that actually works","4b","Breaking the pattern — stop attracting and choosing the wrong people",subsegment,Blocker,1,"Secure partners feel boring — the nervous system has been trained to read anxiety as attraction",Anxiety-love wiring
4,"I want to build something that actually works","4b","Breaking the pattern — stop attracting and choosing the wrong people",subsegment,Blocker,2,"Knows intellectually what to look for but can't feel it in the moment — head and gut disagree",Intellectual-felt sense gap
4,"I want to build something that actually works","4b","Breaking the pattern — stop attracting and choosing the wrong people",subsegment,Blocker,3,"The pattern only becomes clear in retrospect — invisible while inside the attraction",Real-time pattern blindness
4,"I want to build something that actually works","4b","Breaking the pattern — stop attracting and choosing the wrong people",subsegment,Blocker,4,"Fears that choosing differently means settling — that 'healthy' means giving up on passion",Settling fear
4,"I want to build something that actually works","4b","Breaking the pattern — stop attracting and choosing the wrong people",subsegment,Blocker,5,"The familiar type feels like home even when it is harmful — familiarity is mistaken for safety",Familiarity-safety confusion
4,"I want to build something that actually works","4c","Building a secure relationship — in a relationship now and wants to make it genuinely healthy",subsegment,JTBD,1,"Learn to communicate attachment needs without triggering the partner's defensive response",
4,"I want to build something that actually works","4c","Building a secure relationship — in a relationship now and wants to make it genuinely healthy",subsegment,JTBD,2,"Build repair skills — come back from conflict without the rupture becoming permanent damage",
4,"I want to build something that actually works","4c","Building a secure relationship — in a relationship now and wants to make it genuinely healthy",subsegment,JTBD,3,"Create enough safety in the relationship that both people can be honest without fear of the reaction",
4,"I want to build something that actually works","4c","Building a secure relationship — in a relationship now and wants to make it genuinely healthy",subsegment,JTBD,4,"Understand how their two attachment styles interact — know the specific dynamic they're navigating",
4,"I want to build something that actually works","4c","Building a secure relationship — in a relationship now and wants to make it genuinely healthy",subsegment,JTBD,5,"Build daily relationship habits that compound over time — not just crisis management",
4,"I want to build something that actually works","4c","Building a secure relationship — in a relationship now and wants to make it genuinely healthy",subsegment,Blocker,1,"One partner is doing the attachment work and the other isn't — asymmetric investment erodes the effort",Asymmetric labor
4,"I want to build something that actually works","4c","Building a secure relationship — in a relationship now and wants to make it genuinely healthy",subsegment,Blocker,2,"Good enough baseline means low urgency — hard to commit to growth when nothing is currently on fire",Complacency drift
4,"I want to build something that actually works","4c","Building a secure relationship — in a relationship now and wants to make it genuinely healthy",subsegment,Blocker,3,"Bringing up attachment theory feels clinical or accusatory — partner gets defensive",Pathology framing risk
4,"I want to build something that actually works","4c","Building a secure relationship — in a relationship now and wants to make it genuinely healthy",subsegment,Blocker,4,"Old conflict patterns re-emerge under stress — two steps forward one step back erodes motivation",Regression under stress
4,"I want to build something that actually works","4c","Building a secure relationship — in a relationship now and wants to make it genuinely healthy",subsegment,Blocker,5,"Knows things need to change but it's too vague — no concrete behaviors to actually practice",Vagueness barrier
