book_asin,book_title,book_author,review_id,reviewer_name,star_rating,review_title,review_body,review_date,verified_purchase,helpful_votes
1641523557,Attachment Theory Workbook,Annie Chen,R1MRVYT9IJQ4WJ,,5,Perfect for self or with client,"Self care, self reflection or understanding attachments, this workbook does it all. It doesn’t have disorganized attachments, but that’s OK because it sets you up to do that work after understanding, anxious, and avoidant in general. If you’re looking for a good workbook to do for yourself or with a client, this is perfect.","May 3, 2026",True,0
1641523557,Attachment Theory Workbook,Annie Chen,RFP9MS7ZYNHYM,,3,Very Helpful for Anxious and Dismissive-Avoidant - NOT for Disorganized/Fearful-Avoidant,"I had a therapist recommend me this workbook, and it was very helpful in helping me shift from an anxious to a secure attachment style. The book contains assessments, guidance, and exercises to work through - all of which were very helpful! My one major concern with this workbook though is that disorganized /fearful-avoidant attachment is not included. This is such a shame because those with a disorganized attachment style are often times overlooked due to the lower statistics, but they deserve equal support and care. Overall, I do recommend this book for those with a dismissing-avoidant or anxious attachment style - it was very helpful for me personally. Though, I do wish the authors could update the workbook to make it accessible to those with a disorganized attachment.","June 13, 2025",True,21
1641523557,Attachment Theory Workbook,Annie Chen,RCAO4IWTOKSH6,,5,Therapist that LOVES this Workbook,"I&#x27;m a therapist, and not only have I recommended this workbook for couples, but also for individuals. It&#x27;s an amazing workbook to enhance your therapy experience and to understand your internal process. I especially love the chapter that gives examples on how to support your partner who is deconstructing a particular attachment style. I first purchased the workbook in early 2024 and I came back here to recommend to another client. I thought it would only be right to write a review! LOL. I use this workbook in session and assign homework outside of session. I&#x27;ve even given the workbook as a gift!","July 8, 2025",True,18
1641523557,Attachment Theory Workbook,Annie Chen,RE1SRRLKLF4Q6,,5,100% Satisfied! Just what I needed,"I am one chapter in and it&#x27;s already changed the way I think and given me hope. I absolutely love how this author/therapist writes and organizes her book. It&#x27;s a fantastic workbook where you can interact immediately with the easy to understand content. I did a lot of research prior to purchasing a book on attachment the theory and this book kept coming up at the top of the recommended lists and I can totally see why. I usually don&#x27;t write a review until I&#x27;ve read a book, but I can already tell based on just one chapter that this is the precisely what I needed. I am a super picky reader and as a teacher, I have very high standards when it comes to the organization of content at the end, how to present the content in easy to understand, applicable and relevant ways. Thus book exceeds my expectations!","January 5, 2026",True,3
1641523557,Attachment Theory Workbook,Annie Chen,R46IF5JQWHKYJ,,5,A Transformative Guide for Building Healthier Relationships,"The Attachment Theory Workbook is an outstanding resource for anyone seeking to understand how attachment styles influence their relationships and how to create greater emotional stability. The book breaks down complex psychological concepts into accessible language, making it perfect for both professionals and individuals on their personal growth journey.The exercises are insightful and actionable, helping readers identify their attachment style, explore the root causes of relational patterns, and develop healthier ways of connecting with others. I especially appreciated how the workbook provides practical tools for addressing insecurities, improving communication, and fostering trust in relationships.What sets this workbook apart is its compassionate tone. It encourages self-reflection without judgment, offering hope for positive change regardless of past experiences.Whether you&#x27;re looking to strengthen your romantic relationships, deepen family bonds, or simply understand yourself better, this workbook is a valuable tool. Highly recommended for therapists, couples, and anyone seeking to improve their relational well-being!","January 12, 2025",True,20
1641523557,Attachment Theory Workbook,Annie Chen,R3BL4JK2QXOJZA,,5,Good read,My councilor recommended this. Very insightful,"February 4, 2026",True,0
B093HJF1T7,Attachment Theory: A Guide to Strengthening Relationships,,R1PM75HAB0B5D4,,5,excellent intro,"Easy to read intro to attachment theory and simple steps to determine where you fit in attachment styles. Also,some coping mechanisms me for each style and associated symptoms","September 30, 2025",True,0
B093HJF1T7,Attachment Theory: A Guide to Strengthening Relationships,,RQO4S7W96T1Z4,,5,A must read.,This book will open your eyes.Content isn&#x27;t too heavy to grasp. But it is something you&#x27;ll want to re read. Or underline the part that really hit.I&#x27;ve recommended this to others after the first chapter.Which the first chapter I had to reread a few times because the point I was at in my life wasn&#x27;t really to hear such truths.Such a good book.,"November 2, 2025",True,2
B093HJF1T7,Attachment Theory: A Guide to Strengthening Relationships,,R3MCJJS8HCDTKD,,3,Wanted to love it,"I really wanted to love this book based off her YouTube videos. However, only 18 pages in this book is a mess. Topics jumps around, it’s hard to follow, and it does not sound like it was written professionally. I personally liked the book attached better.","March 26, 2020",True,33
B093HJF1T7,Attachment Theory: A Guide to Strengthening Relationships,,RVXBP1EEC03TV,,5,best of the three,"I have read all three major attachment books, and this is by far the best and most concise.","June 27, 2025",True,6
B093HJF1T7,Attachment Theory: A Guide to Strengthening Relationships,,R38QLEJFH8DGUO,,5,Great Informative Book on Attachments,Love this book. If you are looming to improve yourself and wonder why you act certain ways in your relationships then this is great for self care and discovery. Not to replace therapy but a great addiction to.,"July 1, 2025",True,2
B093HJF1T7,Attachment Theory: A Guide to Strengthening Relationships,,R344IXADEZ3ZUU,,5,Very helpful,Wanting to read a book for personal growth can be difficult unless you have a few light bulb moments to affirm the effort. I had many of these moments reading this book.,"December 13, 2025",True,0
B093HJF1T7,Attachment Theory: A Guide to Strengthening Relationships,,R3065F1DJD8P7B,,4,An astute and thorough look at the causes and driving forces of behavior within relationships.,"The author points out that our mind is constantly looking for supportive evidence of what our subconscious believes. And that’s the kicker. For those of us who were traumatized in some way when our brains and our sense of self were barely wired, as adults, we tend to react to others’ words and actions subconsciously, based on those early experiences. This book offers up behavioral techniques that can mitigate relationship problems based on subconscious responses that are inappropriate for present situations, but it is fairly obvious that quite a lot of work would be required to completely reverse one’s deeply ingrained knee-jerk subconscious responses. Still, It does seem like any time you can become aware that you’re making an inaccurate judgment call based on a subconscious reaction to an early trauma is at least movement in the right direction. And even though you may have to repeat the process of correcting your gut responses again and again, you’re still more aware than you were before. So with that in mind, this book is an enlightening read.","August 4, 2024",True,12
B093HJF1T7,Attachment Theory: A Guide to Strengthening Relationships,,R3406G7ON48KAX,,5,You got this,This book actually taught me alot I&#x27;ve read two attachment books now and this is the milder one and explains pretty well,"August 24, 2025",True,0
