channel_name,video_id,video_title,video_url,comment_id,author,likes,reply_count,is_reply,published_at,relevance_score,segment_tag,comment_text
Todd V,J_2WOOuf8kA,Why 97% of Men Descend into Low Value - Is This Happening to You Now?,https://youtu.be/J_2WOOuf8kA,UgzWqBvH8jL5TkYuvAh4AaABAg,@fuzzypanda1684,0,4,False,2022-11-05,8,General / Dating Struggle,"I'm on the verge of giving up because I've spent YEARS getting into incredible shape, studying 5 separate programs on game including this one, and going out hundreds if not thousands of times practicing and learning how to approach confidently, be charismatic, get people and girls laughing and smiling, and despite having successfully accomplished all of this, still get rejected at a near 100% rate.

I can't even watch videos on game anymore because they make me more depressed.  I watch them and everything they're saying, whether it's Todd or someone else, I've already learned and done.  To make things worse, often times they'll say something like ""you might have to approach 5 or even 10 girls to get one to go home with you"".  Meanwhile I've approached at least 200 over the past few months and haven't gotten anything.  

Or they'll say ""once you start doing this and start seeing results, you'll see how easy it is and never go home alone"".  And I'm like, I'm doing everything you're talking about for hundreds of approaches and I've gotten no results whatsoever.

Or you'll read someone saying that they've been doing game for a few months and are getting great results despite being overweight and not being that confident.  Meanwhile you've been doing it for years, look incredible, emit confidence in droves, yet fail, fail, fail.

When their worst case scenario is far better than your reality, it begins to feel hopeless.  How do you stay confident when you're literally succeeding well below 1% of the time?"
Todd V,FM9FgP8CJjE,"The Right Way To Get Into ""State""",https://youtu.be/FM9FgP8CJjE,UgyrnBcAn07bE8zWtwV4AaABAg,@tkt9889,43,4,False,2018-09-27,7,General / Dating Struggle,"Todd , I literally can't believe in it ! I almost have tears on my face . for 3 years I was learning rsd stuff talking about feeling good as the key point ( it  resonated with me so much because I have a psychology degree )and I had decent results but most of the time I sucked because was worrying about how i feel right now and what is going on in my internal world.  
 I am  saying a big THANK YOU after watching only the first 5 mins. it explained me lots of things.  
p.s. I am one of the members of the system ."
Charisma on command,ZtqszmRCHFw,4 Habits That Make People Love You,https://youtu.be/ZtqszmRCHFw,UgyN45bBHAs66ydc-BV4AaABAg,@Joanie_C,28,3,False,2019-04-23,7,General / Dating Struggle,"As someone who went from an I-hate-the-world disposition to a genuinely charming personality, I can say, everything in this video is true. 
I'm a reserved introvert with similar qualities to Emilia, and I've recently discovered that no matter where I work, someone at my job is crushing on me. And when I walk into a room, I can feel that people genuinely like my energy. I'm sure it's because of these character traits. 


Also, I wasn't always this way. I used to wear a permanent frown and have an I-hate-the-world attitude. It took a lot of counseling, working on myself, and leaving toxic people behind to bring out my true charming personality. Now I can truly love people and tell them daily what I like about them without fear of them taking advantage of me."
Charisma on command,fhGFHWouHHw,6 Subtle Signs She Likes You (Most Guys Miss These),https://youtu.be/fhGFHWouHHw,UgwzB_XQtz1_fPGn8IF4AaABAg,@RandomGuy159951,16,1,False,2020-12-03,7,General / Dating Struggle,"I work in a grocery store dairy vault. And there was a cute girl from a different department that would frequently pass me, say ""hi"" everytime, ask me so many questions during any brief conversation, twice stop me and pull hair/lint off my jacket, and frequently enter the dairy vault knowing I was in there alone. One time the situation was this...

Me: ""Hi whats up"" as I turned my head and turn it back around to keep doing my work.
Her: dosen't say anything and just kinda stares at me for like 8sec?
Me: I stop what I'm doing and turn around completely, ""Something wrong? Did you need something?"".
Her: ""No... there was this couple that was looking for some whole milk and I came back here to look for it""
Me: ""That's  funny... I just stocked all of the milk. Here it is. See?""
Her: ""ye... no actually no they were looking for something smaller than the gallon size""
Me: ""well I have half-gallons, quarts, and pint sizes. Which one did they want?""
Her: "" ...half-gallon""
Me: ""I don't understand how they missed it, its fully stocked. I sahHWeYAr! People don't know what they want. Let me go ask them.""
Her: chuckles and smiles ""... ok they're right outside""
Me: I exit the vault and scan the floor for a good 2min and there's no couple looking for milk, so I go back in the vault. ""...there was no one out there""
Her: ""... 😏 they must have left already"" she said with a  shrug.
Me: ""... 🤔 yeah"" I shrug back and I turn around to keep working.
Her: Stands in the same spot for like 10sec.
My clueless self: I turn around again "" ...is everything ok?""
Her: ""...yeah 🙂""
My socially inept self: ""Why's she still here? Her butt is gonna freeze"", I was thinking.  ""Cool 🙂"", I responded.
Her: Makes her way out and   chuckles before closing the vault door.

Ladies, sometimes we guys just wanna keep a job and have a clean name on the street. So, we don't take any actions towards us by any ladies too personally(in a work environment). This was my mentality back then and it still is now. But wow, let me say this, instead of the shotguns shooting at the ducks it was the other way around with me and this girl. Respect to this girl."
Charisma on command,8NalcOPBXvs,Women are easily attracted to men who have these habits,https://youtu.be/8NalcOPBXvs,UgwZNmRRnREa2yJj-HJ4AaABAg,@akshatraj6736,6,0,False,2023-12-15,7,General / Dating Struggle,"🎯 Key Takeaways for quick navigation:

00:00 🌟 *Attractive Conversation Starters and Compliments*
- Craig Ferguson's charming conversation starters and compliments.
- Craig's high-energy enthusiastic compliments using unique and vibrant words create an engaging atmosphere.
- Using over-the-top teasing effectively without crossing the line.
- Examples of playful rhetorical questions and cliche call-outs to initiate a fun, flirty tone in conversations.
04:08 🤹‍♂️ *Playful Absurdity in Conversations*
- The importance of playfulness and absurdity in flirting.
- How humor and playful absurdity help build chemistry in conversations.
- Craig's use of absurd jokes to change the tone and make conversations more engaging and fun.
05:26 💃 *Creating a Flirtatious Environment*
- Craig's ability to create a safe and flirtatious environment for guests.
- How he navigates conversations towards flirtatious topics with guests.
- Encouraging guests to engage in playful banter and flirty conversations.
07:39 🃏 *Playful Misinterpretation Techniques*
- Using playful misinterpretation to make conversations enjoyable and lighthearted.
- How to steer conversations toward dating or sexual topics using humor.
- Examples of playful misinterpretation leading to a more relaxed and fun atmosphere.
09:30 🎭 *Effective Use of Innuendo and Misinterpretation*
- Craig's skillful use of innuendo without making it uncomfortable.
- How innuendos and misinterpretations can create humor without being offensive.
- Strategies for smoothly transitioning between innuendos and other conversation topics.
11:10 🤝 *Body Language and Approaching Conversations*
- The significance of body language in flirting and avoiding discomfort.
- Understanding the impact of leaning back versus leaning in during conversations.
- Balancing physical touch and personal space to build chemistry comfortably.
12:48 🧠 *Embracing Awkward Pauses and Expanding Comfort Zones*
- The importance of embracing awkward pauses in conversations.
- How exposing oneself to uncomfortable situations can expand comfort zones.
- Tips for overcoming the fear of seeming creepy and initiating conversations confidently.
13:59 🔗 *Charisma University and Confidence Building*
- A recommendation for Charisma University to build confidence and charisma.
- Testimonials from individuals who transformed their social lives using the program.
- The course's 60-day money-back guarantee and its potential to enhance personal growth.
14:40 📈 *Conclusion and Course Promotion*
- Encouragement to explore Charisma University for confidence and personal growth.
- A recap of benefits and testimonials from individuals who found success with the course.
- Highlighting the risk-free nature of the program with a 60-day money-back guarantee.

Made with HARPA AI"
Charisma on command,BVYuMhjk58o,How To Flirt With A Girl Without Being Creepy,https://youtu.be/BVYuMhjk58o,Ugz2FLSW5BFqEakBe-F4AaABAg,@JerkWarlord,1,0,False,2020-12-24,7,General / Dating Struggle,"I'm loving these videos. I've been subbed for a while, think this is my first comment on a video, but just overall they're great, easy to understand and digest; I'm loving them a whole lot.

I want to add, a key thing about complimenting strangers on something physical or visible -- and really this goes for everyone, not just men complimenting women -- Is that at least until you've built some degree of rapport, stick to complimenting only things that that person chose for themselves. For example, telling someone they have a pretty face, or nice legs, isn't great; BUT complimenting someone's earrings, or their hairstyle -- this sort of thing that's a form of decision or choice a person makes for themselves -- that's almost always a great way to go. It compliments them as a person, a choice they made, as opposed to something they didn't have any say in and just kind of is. It reinforces their confidence in themselves and the decisions they make for themselves, and reinforces that the choice they made to wear that hairstyle or earring was a good one. It also has the benefit of potentially either going the route of they'll see something they didn't think much about in a new light, OR you'll happen to compliment something they're particularly proud or fond of, in which case you'll REALLY make a great impression."
Charisma on command,fhGFHWouHHw,6 Subtle Signs She Likes You (Most Guys Miss These),https://youtu.be/fhGFHWouHHw,UgzNFRB_jB0nVA7z0x54AaABAg.9H5KKvW28Nx9YyA_dbX4lO,@briansauer6695,1,0,True,2022-02-27,7,Nice Guy / Approval-Seeking Pattern,"@drr3275 Haha! I've got no problems with whatever someone wants as different women want different things, some only want occasional flings too. Myself, I was never out to score and more looking for relationships, probably too hard. I possibly could have had a number of one night stands, but used to be too nice of a guy and turned women more into friends than anything. I had buddies who used to ""score"" all the time, but had a hard time when it came time to getting things started. They said they wished they had my abilities to approach a woman. I've had a few girlfriends, a marriage and another long term relationship, which are nice to be in, but, it's kind of like the Motorhead song, The Chase Is Better Than The Catch. The high and adrenaline rush you get from something new is undeniable, but it only lasts so long, I look at others in long term relationships, and wish I could have something like that! Good to see you settled down!"
Todd V,oM5JI1CxsPY,How Women Judge Your Value,https://youtu.be/oM5JI1CxsPY,UgwwtDm3thQCeKbWbwZ4AaABAg,@tronmartin1,0,0,False,2019-11-25,7,General / Dating Struggle,"Men, dating women does not
pass the cost/benefit analysis. Women do not value men anymore. They simply do
not appreciate what we do. They are constantly saying, ""The men and women
who guard our borders"", etc. The reality is that without women we still
have borders and police and firefighters to do the job. Without the men this
country plunges into chaos. Also, why not save your money and build your
wealth. Build a nest egg for the future. Why spend it on her? The minute she is
pregnant with your child she is locked into your income for 20 years! No fault
divorce turns father's into sperm donors. Marriage is simply too dangerous.
Also, while you are dating or hanging out with women it is so easy for them to
accuse you of harassment. Just the accusation is enough to ruin you. It is
better for you guys to go MGTOW. Men Going Their Own Way. This is about
maintaining your independence at all costs. Many women strip men of their
independence. These are mangina men who just do what they are told or they go
along with what she wants the majority of the time. This is because men want to
please their wife or girlfriend like they wanted to please their mother. It is
better to go MGTOW. Be independent and be your own man. Your definition, not
theirs. Build your wealth in different areas of your life: 1) Build your
financial wealth; 2) Build your emotional wealth-this means work on yourself
and your toxic or negative thoughts. Learn how to feel good about who you are.
Find a profession or a hobby that fulfills you. Enjoy life on your own terms;
3) Build your spiritual wealth-get n touch with your higher power, if you have
one, or simply take time to be silent each day. Enjoy reconnecting with the
earth through hiking or fishing, etc. Whatever peaceful activity you enjoy; 4)
Build your physical wealth-go to the gym, walk regularly, see a physician
regularly, eat healthy (I'm still working on that…lol), and listen to your
body. This is a balanced life. If you want the company of a woman, that is fine
but getting married locks her into your financial wealth even if she leaves.
Women initiate close to 70% of all divorces. Be careful. Getting married allows
her to strip  you of your independence or most of it.
Marriage takes time away from your participation in building your wealth in the
areas that I have just mentioned. I have dinner with a woman once in awhile. I
know many women and I like them, but i will not give them the one thing that I
value most in life....ME!!! Go MGTOW, mgtow.com. This website is where we
exchange ideas. There is a fee but it is worth it. The men on this website are
not all of mgtow. MGTOW are in different countries all over the world. men are
waking up. So, guys wake up!! The Matrix has you. Swallow the red pill that I
just gave you!"
Todd V,FM9FgP8CJjE,"The Right Way To Get Into ""State""",https://youtu.be/FM9FgP8CJjE,UgxwHBpqnkecbIw-_kZ4AaABAg,@nickp3949,0,1,False,2022-04-13,7,Nice Guy / Approval-Seeking Pattern,"I’m not sure if this is being in state or if it’s something else but let me explain what I go through

Some days I feel this insane amount of energy in my stomach, it’s almost like a very intense surge of confidence, it’s so intense that it feels like I can do anything. And…I pretty much can, at least socially. Zero brain fog, zero resistance, zero anxiety. Every single person, every single encounter I have becomes literally the least scary thing in the world. I’m witty, I’m funny, shit tests do nothing to me…I’m give of off so much confidence that I can fail the shit test and still pass it because of how I’m coming off. I can say almost anything and still control the frame of the entire conversation. No comment can catch me off guard, no joke can knock me down. It feels like god tapped me on the shoulder and said “you can have some of my power today”.

It’s one of the best feelings in the world. It’s like getting high and euphoric off being yourself and letting your confident personality come through. You wanna talk to everybody so they can see how awesome you are. The problem is, I can’t control when this comes and goes. On a day where I don’t have this, I’m timid, anxious and fearful. Literally to the point where I have trouble even greeting people and holding a small conversation. I become a pushover and a people pleaser. And I get this terrible stutter that I can’t control. I also never know what to say, the brain fog is unreal. Socially, I’m basically broken. Never mind holding any sort of a frame, I can’t even respond to anything, even basic questions, without stuttering or getting some sort of brain freeze. Every person, every interaction seems scary and oppressive.

I’m trying to figure out what causes this. It’s not bipolar disorder (because it changes from day to day and I don’t ever get depressed or anything), it’s more like a bipolar sense of confidence. A bipolar sense of being comfortable in my own skin. Either everything is feeling right and perfectly aligned, or nothing is.

I can’t live my life like this. Imagine I meet a girl on a good day and then I go out with her on a bad day. It’s like playing roulette every time I wake up.

I have a theory that this has to do with being present and outside my head, because it almost feels like I’m in front of myself, like I have so much confident energy that it’s pushing me forward outside my own body (not literally, I’m not dissociative). That’s the best way I can describe the feeling. Like I’m completely centered in every way and I’m ready to do anything. It’s not an arrogant feeling either, it’s very comfortable,like my frame of mind and body is exactly where it needs to be. But yeah I don’t know. I can’t figure it out."
Todd V,J_2WOOuf8kA,Why 97% of Men Descend into Low Value - Is This Happening to You Now?,https://youtu.be/J_2WOOuf8kA,UgzFId_bch6qBE6ZVs14AaABAg.98wHJly0CWv995yUwWaGwg,@Chrisratata,0,0,True,2020-05-26,7,General / Dating Struggle,"Relatively, yes, in most cases but a Joe Schmo with an “average” job isn’t necessarily low value by default. The idea is that a successful entrepreneur has to have some level of ambition, confidence, decisiveness, and likely charisma to achieve it...and is likely financially secure (which may or may not mean “rich”). These traits are what’s attractive to a girl because they’re likely to mean that he’d make a great head of the household (i.e., the ability to take care of and protect their future family together and to make wise decisions when hard times arise). Add to that, a VERY successful businessman is likely to have quite a bit of clout/power such that he’d be even more suited by his connections to protect his family even further. There’s a ton of value in that. Even a guy that ends up failing at trying to start a business, if a girl can see his passion and drive to make it work then that too can be sexy to her, because her time spent with him is an investment in their future together as a family if he manages to achieve it - she’s attracted to his potential, but even if he fails at his passion, she’s possibly fallen in love with him more deeply by then and can see his confidence in other areas of his life.

Now of course there’s plenty of guys with regular jobs that get girls often enough. Some of them have a relatively tame version of those same qualities I listed above but have those qualities nonetheless (moreso than other average guys at least). Some of these guys may have no desire whatsoever to become an entrepreneur and are perfectly content with where they are in life, but they may still be high value to some girls because they may have a very secure job, are great at managing their money, and are so secure with who they are and where they are in life that they have quite a bit of self-confidence. That’s still high value to a degree because she still has faith is his ability to take care of the family they may have together someday.

Now between that same regular guy and that successful businessman above, yes, the latter is higher value technically and can likely get girls more easily. Money does have part to do with it, because financial security is important to a girl’s future children, but the businessman’s confidence is a massively important since he has more apparent potential to lead a family someday. Give a guy with a regular job that same confidence then he’s high value enough to get many of the girls he wants...the businessman’s high value just happens to be more apparent, hence more “marketable” on the dating scene. Bottom line, confidence is king - a huge part of being high value to a girl is having the confidence to not seek her approval and taking the lead regardless of how she responds; an average guy can most definitely do that, but a successful businessman quite clearly *must have* those leadership qualities already if they’re successful."
